LANGUAGE	CONCEPT	VALUE
Bole(wa)	right	sə̀ra tiši
Bole(wa)	between	dὲrlὲnki dὲlὲnki
Bole(wa)	under	wὲtεnki
Bole(wa)	atop	gàkuki
Bole(wa)	outside	kəɗi
Bole(wa)	inside	gə̀ anki
Bole(wa)	that	icì oma
Bole(wa)	this	icì omi
Bole(wa)	there	to na
Bole(wa)	here	tonì
Bole(wa)	how many?	munò
Bole(wa)	how?	tə̀nì
Bole(wa)	who?	εnkelò
Bole(wa)	what?	arele
Bole(wa)	when?	šətto
Bole(wa)	where?	əngo
Bole(wa)	tomorrow	ɗoši
Bole(wa)	yesterday	zòno
Bole(wa)	today	nšo
Bole(wa)	blind man	bòmi
Bole(wa)	strength	gεɗò
Bole(wa)	coldness	njurliti̵
Bole(wa)	hotness	kumὲnnì
Bole(wa)	far	gə̀ra
Bole(wa)	near	nɩm
Bole(wa)	thin	'yɩ̀lɩ̀ləw
Bole(wa)	fatness	gεnde
Bole(wa)	cleanness	biɗa
Bole(wa)	dirt	ɗì̵ti
Bole(wa)	old	mə̀nši
Bole(wa)	new	poyo
Bole(wa)	good	bəŋ
Bole(wa)	short	ɗuɓɓa
Bole(wa)	long	gə̀ra
Bole(wa)	sourness	ɗəɗə̀
Bole(wa)	bitterness	ɗutu
Bole(wa)	sweetness	dənta
Bole(wa)	hardness	gàgɩɗò
Bole(wa)	all	šə̀ki
Bole(wa)	many	gòdo
Bole(wa)	small	ɗòle
Bole(wa)	large	siri
Bole(wa)	heaviness	dəɗà
Bole(wa)	darkness	butànnì
Bole(wa)	light	petɩ̀là petɩ̀là
Bole(wa)	blue	shuɗì
Bole(wa)	red	dè
Bole(wa)	black	bu
Bole(wa)	white	petɩla
Bole(wa)	woman's bodycloth	ǰəttò
Bole(wa)	man's robe	sùɓa
Bole(wa)	money	dodo
Bole(wa)	market	gòma
Bole(wa)	boat	kwə̀lekwə̀le
Bole(wa)	hole	ùyo
Bole(wa)	time	lokaši
Bole(wa)	place	bè'i
Bole(wa)	lie	sòwtà
Bole(wa)	truth	mùnɗe
Bole(wa)	shadow	lima
Bole(wa)	thirst	kujà
Bole(wa)	hunger	kuzù
Bole(wa)	fatigue	gə̀tto
Bole(wa)	ulcer	gì̵rɗa
Bole(wa)	cough	simi
Bole(wa)	sickness	pəɗà
Bole(wa)	death	mòto
Bole(wa)	life	zui
Bole(wa)	dream	šunna
Bole(wa)	sleep	njelè
Bole(wa)	war	fəɗa
Bole(wa)	work	r̃ùta
Bole(wa)	load	ula
Bole(wa)	thing	'ya
Bole(wa)	large water pot	bùri
Bole(wa)	cooking pot	dopɓò
Bole(wa)	calabash	kula
Bole(wa)	rope	zòr̃i
Bole(wa)	knife	ɓàdi
Bole(wa)	arrow	pwəco
Bole(wa)	bow	r̃ìyá
Bole(wa)	mat (tabarma)	kara
Bole(wa)	mat (tabarma)	dàwu
Bole(wa)	sword	šitə̀kà
Bole(wa)	spear	zawa
Bole(wa)	stick	zawa
Bole(wa)	honey	soni
Bole(wa)	sweet potato	doyan arna
Bole(wa)	yam	doyan arna
Bole(wa)	cassava	doyà
Bole(wa)	oil	mor̃ì
Bole(wa)	groundnuts	duro
Bole(wa)	millet	màɗo
Bole(wa)	guinea corn	lὲkɩtè
Bole(wa)	beans	odò
Bole(wa)	pepper	šɩta
Bole(wa)	salt	mə̀nda
Bole(wa)	milk	bɩraɗə̀m
Bole(wa)	flour	bùɗu
Bole(wa)	fish	kɩrwo
Bole(wa)	meat	lo
Bole(wa)	gruel	àtti
Bole(wa)	sauce	biye
Bole(wa)	mush	wəttò
Bole(wa)	food	ətitiši
Bole(wa)	tail	bohwətə̀
Bole(wa)	horn	ɓòlu
Bole(wa)	egg	wolu
Bole(wa)	wing	bàwa
Bole(wa)	vulture	dìša
Bole(wa)	kite	gùrɗo
Bole(wa)	dove	bole
Bole(wa)	bird	yàro
Bole(wa)	cat	šə̂nwa
Bole(wa)	dog	kutì
Bole(wa)	rooster	gajà
Bole(wa)	hen	yàwi
Bole(wa)	donkey	koro
Bole(wa)	horse	dòšo
Bole(wa)	ram	gə̀mi
Bole(wa)	sheep	tɩ̀mši
Bole(wa)	he-goat	ɓariye
Bole(wa)	goat	ɓariye
Bole(wa)	bull	biǰimi
Bole(wa)	cow	pəmì
Bole(wa)	locust	bəmbə̀
Bole(wa)	anthill	gunjà
Bole(wa)	termite	'yar̃ar̃a
Bole(wa)	louse	ǰə̀ŋkəri
Bole(wa)	spider	laləkì
Bole(wa)	mosquito	ɓùɗòti
Bole(wa)	fly	dɩdi
Bole(wa)	worm	titò
Bole(wa)	chameleon	anišɩ̀r̃i
Bole(wa)	scorpion	atɩ̀lise
Bole(wa)	bat	yàwigàšɩlwa
Bole(wa)	squirrel	aìkì
Bole(wa)	frog	dindi
Bole(wa)	turtle	kur̃ka
Bole(wa)	snake	kureɗì
Bole(wa)	lizard	gaarì
Bole(wa)	wild cat	šənwa
Bole(wa)	rat	kwə̀su
Bole(wa)	guinea fowl	ɗùmo
Bole(wa)	rabbit	kulti
Bole(wa)	gazelle	bèrewa
Bole(wa)	baboon	bidòɩsiri
Bole(wa)	monkey	bidò
Bole(wa)	elephant	yàwnu
Bole(wa)	hyena	zwə̀nge
Bole(wa)	wild animal	lobumbu
Bole(wa)	iron	òyu
Bole(wa)	axe	gàlàbi
Bole(wa)	hoe	pèta
Bole(wa)	farm	màla
Bole(wa)	road	goggo
Bole(wa)	doorway	bobi
Bole(wa)	hut	biìn
Bole(wa)	compound	bonò
Bole(wa)	town	gì̵r̃wu
Bole(wa)	the bush	bumbu
Bole(wa)	forest	šàgagà
Bole(wa)	mud	tèbi
Bole(wa)	dust	òzur̃i
Bole(wa)	sand	gàɓuli
Bole(wa)	ground	òli
Bole(wa)	stone	dandɩgùšu
Bole(wa)	mountain	gùošəw
Bole(wa)	grass	sàrò
Bole(wa)	thorn	hərɗi
Bole(wa)	shea nut tree	dɩɗɩnyà
Bole(wa)	tamarind	dèmi
Bole(wa)	mahogany tree	ɗùtu
Bole(wa)	seed	arè
Bole(wa)	bark	bambìròšoi
Bole(wa)	leaf	òwu
Bole(wa)	wood	kər̃əŋšôiwi
Bole(wa)	tree	šôiwi
Bole(wa)	ashes	bùto
Bole(wa)	charcoal	èrùwe
Bole(wa)	fire	wə̀si
Bole(wa)	dry season	kur̃na
Bole(wa)	rainy season	kuzò
Bole(wa)	year	sòni
Bole(wa)	morning	satù
Bole(wa)	night	boɗi
Bole(wa)	star	ǰεǹja
Bole(wa)	moon	tère
Bole(wa)	sun	fùtî
Bole(wa)	sky	ko'yè
Bole(wa)	lightning	mɩƙile
Bole(wa)	thunder	tə̂nna
Bole(wa)	storm	pi̵tò
Bole(wa)	wind	pfεlɩfεli
Bole(wa)	harmattan	bùr̃gùndu
Bole(wa)	smoke	òlo
Bole(wa)	dew	sìnsor̃i
Bole(wa)	lake	pàli
Bole(wa)	river	ə̀wši
Bole(wa)	cloud	bùrgùndu
Bole(wa)	water	ə̀mma
Bole(wa)	stealing	šìr̃i
Bole(wa)	smithing	gùwa
Bole(wa)	blacksmith	angùwa
Bole(wa)	hunting	bàsanìyù
Bole(wa)	drumming	kwəlmu
Bole(wa)	friend	sobà
Bole(wa)	guest	gwòr̃àvi
Bole(wa)	medicine	seɗi
Bole(wa)	slave	baya
Bole(wa)	king	mwəi
Bole(wa)	old woman	mə̀ncəkù
Bole(wa)	old man	mə̀nši
Bole(wa)	girl	lawù mundù
Bole(wa)	boy	lawù
Bole(wa)	woman	mundù
Bole(wa)	man	gwərzo
Bole(wa)	person	mêmu
Bole(wa)	name	siŋkwò
Bole(wa)	voice	ɗìlau
Bole(wa)	saliva	yùle
Bole(wa)	sweat	fefì
Bole(wa)	faeces	'yiti
Bole(wa)	urine	'yoppa
Bole(wa)	bone	ùsəki
Bole(wa)	blood	domì
Bole(wa)	lungs	hùhu
Bole(wa)	ribs	ùsəki
Bole(wa)	ribs	gefe
Bole(wa)	kidney	wòlu
Bole(wa)	heart	tɩ̀ləw
Bole(wa)	intestines	əzì
Bole(wa)	navel	tùmba
Bole(wa)	stomach	àwu
Bole(wa)	testicles	sòme
Bole(wa)	vagina	jὲnje
Bole(wa)	penis	ila
Bole(wa)	anus	bòdiɗi
Bole(wa)	buttocks	bopətà
Bole(wa)	flesh	lo
Bole(wa)	skin	ɩši
Bole(wa)	body	ziwò
Bole(wa)	knee	bur̃n
Bole(wa)	thigh	pùndi
Bole(wa)	leg	šεke
Bole(wa)	finger	kwàlə
Bole(wa)	arm	sər̃a
Bole(wa)	shoulder	kosər̃a
Bole(wa)	woman's breast	wə̀ɗi
Bole(wa)	chest	bògə̀wa
Bole(wa)	neck	dìɗo
Bole(wa)	tooth	ì̵do
Bole(wa)	tongue	lɩsì
Bole(wa)	lip	iši bòno
Bole(wa)	mouth	bòno
Bole(wa)	beard	sòwù buyò
Bole(wa)	chin	buyò
Bole(wa)	cheeks	fɩskà
Bole(wa)	eye	ɩdi
Bole(wa)	ear	kùmi
Bole(wa)	nose	wìntu
Bole(wa)	face	gàʔìdɩnù
Bole(wa)	brains	ƙwoƙwalwa koi
Bole(wa)	hair	sôwu
Bole(wa)	head	kòʔi
Bole(wa)	grandparent	kàka
Bole(wa)	sister	làwù zatù
Bole(wa)	brother	làwù zanù
Bole(wa)	daughter	dàdanu
Bole(wa)	son	làwùnu
Bole(wa)	mother	nònu
Bole(wa)	father	bòwu
Bole(wa)	one hundred	dəlma
Bole(wa)	ninety	kwə̀ ɓonù
Bole(wa)	eighty	kwə̀ howur̃ɗò
Bole(wa)	seventy	kwə̀ bawi̵lò
Bole(wa)	sixty	kwə̀ bəšɩmoɗì
Bole(wa)	fifty	kwə̀ bə̀ɗì
Bole(wa)	forty	kwə̀ hwəɗò
Bole(wa)	thirty	kwə̀ kunu
Bole(wa)	twenty five	àšìrɩn ga bəɗì
Bole(wa)	twenty four	àšìrɩn ga hwəɗò
Bole(wa)	twenty one	àšìrɩn ga moɗì
Bole(wa)	twenty	àšìrɩn
Bole(wa)	nineteen	dìrì ɓonù
Bole(wa)	eighteen	dìrì howurɗò
Bole(wa)	thirteen	dìrì kùnù
Bole(wa)	twelve	dɩ̀rì bòlo
Bole(wa)	eleven	dɩr̃moɗi
Bole(wa)	ten	bìmbəɗi
Bole(wa)	nine	ɓonù
Bole(wa)	eight	howur̃ɗo
Bole(wa)	seven	bawi̵lò
Bole(wa)	six	bəšɩ̀moɗì
Bole(wa)	five	bəɗì
Bole(wa)	four	fhwə̀ɗo
Bole(wa)	three	kunù
Bole(wa)	two	bdo
Bole(wa)	one	moɗì
Pəlci	wash	fwəbi̵n
Pəlci	(rope) broke	njani̵n
Pəlci	(stick) snapped	ngi̵li̵n
Pəlci	break in pieces	tsaɣan
Pəlci	plait	tsoɣon
Pəlci	weave	tsòɣon
Pəlci	obtain	pəɗûwu
Pəlci	moisten	di̵ɣi̵n
Pəlci	blow	fwəɗi̵n
Pəlci	sweep	bəɗi̵n
Pəlci	pour	ɗùrə̀w gəzə̀ŋi̵r
Pəlci	untie	ti̵ssi̵n
Pəlci	tie	li̵ŋŋi̵n
Pəlci	surpass	futtu
Pəlci	sew	reɓi̵n
Pəlci	dry up	èrkûnu
Pəlci	show	foɗu
Pəlci	fill	ki̵mtu
Pəlci	begin	soməw
Pəlci	finish	gàməw
Pəlci	increase	dəɗəw
Pəlci	forge	gubǔ
Pəlci	throw	ngəri̵n
Pəlci	follow	bɪ̀ltu
Pəlci	die	mi̵si̵
Pəlci	wait for	ɓi̵ti̵ŋi̵
Pəlci	give birth	gi̵ri̵n
Pəlci	stand up	ƚi̵bi̵n
Pəlci	sit	šɪɣi̵n
Pəlci	call	ngabǔ
Pəlci	sell	ibì̵ri̵
Pəlci	buy	ɪbi̵
Pəlci	shoot	mvaɣən
Pəlci	bite	nyaŋsu
Pəlci	give	buɗu
Pəlci	seize	gùptu
Pəlci	drive away	lɪmtu
Pəlci	hold	gubùn
Pəlci	squeeze	žòwu
Pəlci	pierce	ɓi̵ŋi̵
Pəlci	divide	viyèwu
Pəlci	learn	kwəlɪ̀mi̵
Pəlci	dig	ɗoɣo
Pəlci	forget	mi̵sì̵ŋi̵
Pəlci	remember	təŋə
Pəlci	know	ni̵m
Pəlci	fall	ndəw
Pəlci	help	səmturǔn
Pəlci	steal	mi̵ɣì̵ri̵
Pəlci	hide	fundùrun
Pəlci	arrange	letì̵mu
Pəlci	undress	wəsi̵
Pəlci	dress	ngari̵
Pəlci	build	tsòɣon
Pəlci	tear	ƚəxtu
Pəlci	cut	njənǐ̵
Pəlci	chop	ki̵bi̵
Pəlci	twist	biyəŋər
Pəlci	refuse	ngewǔ
Pəlci	answer	ŋami̵n
Pəlci	ask	dzùnǔ
Pəlci	speak	wulǔ
Pəlci	boil	ì̵r fulu
Pəlci	fry	wuðì̵ri̵n
Pəlci	roast	bəɣə̀nyǔn
Pəlci	cook	tsuru
Pəlci	burn	baɣã
Pəlci	accompany	nərətsubu
Pəlci	gather	dzumu
Pəlci	bury	ləɓi̵
Pəlci	close	zubu
Pəlci	open	təw
Pəlci	be tired	ì̵r kì̵mtu
Pəlci	rest	si̵ɣi̵ni̵
Pəlci	lie down	mi̵ri̵
Pəlci	put down	nəwu
Pəlci	lift	ki̵ni̵
Pəlci	push	tumu
Pəlci	pull	di̵li̵
Pəlci	kill	dzùwu
Pəlci	rub	bəɗɪ
Pəlci	hit	dzùwu
Pəlci	taste	ɓi̵bu
Pəlci	touch	təbə̀w
Pəlci	smell	wom ì̵sùwî̵n
Pəlci	hear	womu
Pəlci	see	yenǔ
Pəlci	mount	tsoo
Pəlci	run	ki̵tì̵ri̵
Pəlci	go out	ɗeli̵
Pəlci	go in	soo
Pəlci	return	tì̵mì̵ni̵
Pəlci	come	ri̵ɗi̵
Pəlci	go	nduwu
Pəlci	do	pi̵r
Pəlci	swallow	zɪngàwu
Pəlci	drink	ƚiyu
Pəlci	eat	cu
Pəlci	there is not	ìrri̵rə̀ŋ
Pəlci	there is	ì̵rre
Pəlci	west	lìyem
Pəlci	east	vwarì
Pəlci	left	kàləŋ
Pəlci	right	ši̵mli̵
Pəlci	between	nzɔkgi̵zi̵n
Pəlci	under	lèsi
Pəlci	atop	dənì
Pəlci	outside	karì
Pəlci	inside	gî
Pəlci	that	bəgyà
Pəlci	this	bəgùn
Pəlci	there	səɣa
Pəlci	here	si̵n
Pəlci	how many?	mə̀ni
Pəlci	how?	i̵rnî
Pəlci	who?	genà
Pəlci	what?	nû
Pəlci	when?	pìdbegì
Pəlci	where?	ənnì
Pəlci	tomorrow	ƚi
Pəlci	yesterday	nvur
Pəlci	today	pìtkun
Pəlci	blind man	dzǒn
Pəlci	strength	yànyep
Pəlci	coldness	šɪmti̵
Pəlci	hotness	ŋən
Pəlci	far	ðiyèm
Pəlci	near	mət
Pəlci	inexpensiveness	ə̀rnvun
Pəlci	thin	nə̀šəɣə̀y
Pəlci	fatness	bəss
Pəlci	cleanness	kwəlkwəl
Pəlci	dirt	dzùnti̵n
Pəlci	wideness	ŋi̵lì̵ŋ
Pəlci	old	mi̵r
Pəlci	new	mi̵rì
Pəlci	evil	bɪ̀sì̵mbam
Pəlci	good	ə̀rnvun
Pəlci	short	dəɣə̀y
Pəlci	long	šə̀nti
Pəlci	sourness	nzoŋ
Pəlci	bitterness	ɗasi̵
Pəlci	sweetness	viviyè
Pəlci	correct	tiktik
Pəlci	softness	lùplup
Pəlci	hardness	nyep
Pəlci	all	kwəŋ
Pəlci	many	i̵r̀ŋar
Pəlci	small	gəvì
Pəlci	large	dəŋŋə̀y
Pəlci	heaviness	ŋabi̵rti̵
Pəlci	darkness	dzùŋùrup
Pəlci	light	pyeeləŋ
Pəlci	red	laɣàmi
Pəlci	black	dzuŋì
Pəlci	white	vwə̀lì
Pəlci	woman's bodycloth	i̵ri̵mlə̀ŋə̂y
Pəlci	man's robe	loɣòt
Pəlci	money	wurbi̵
Pəlci	market	mayì̵r
Pəlci	boat	kumtì̵
Pəlci	hole	šû
Pəlci	place	bi̵mtsùp
Pəlci	lie	loɣovì
Pəlci	truth	bì̵mbam
Pəlci	shadow	gwə̀nzi̵
Pəlci	thirst	gi̵rmà
Pəlci	hunger	guzum
Pəlci	fatigue	ì̵rki̵mi̵
Pəlci	ulcer	us
Pəlci	cough	iƚàti̵
Pəlci	sickness	ə̀ri̵ncǐ̵m
Pəlci	death	mistì̵
Pəlci	dream	vfì̵rwoli
Pəlci	sleep	yɪ̀mbi̵r
Pəlci	war	mə̀ŋti̵
Pəlci	work	nvàbi̵
Pəlci	language	bìgì̵si̵n
Pəlci	thing	rìp
Pəlci	small water pot	mi̵y
Pəlci	large water pot	ki̵y
Pəlci	small pot	kì̵si̵r
Pəlci	cooking pot	can
Pəlci	calabash	gà
Pəlci	rope	ƚìyî̵r
Pəlci	knife	si̵rri̵b
Pəlci	quiver	tsi̵m
Pəlci	arrow	pyes
Pəlci	bow	mî̵m
Pəlci	spear	gə̀s
Pəlci	stick	myeləŋ
Pəlci	honey	dzùm
Pəlci	melon	ɓaar
Pəlci	sweet potato	làwur
Pəlci	yam	guðùm
Pəlci	oil	in
Pəlci	groundnuts	gwaàti
Pəlci	millet	yoɣa
Pəlci	guinea corn	ûu
Pəlci	okra	gwə̀pìrəŋ
Pəlci	beans	zaàm
Pəlci	pepper	təlaàs
Pəlci	salt	kwi
Pəlci	flour	cəp
Pəlci	fish	gèzi̵
Pəlci	meat	ƚo
Pəlci	gruel	tàlɪ̀
Pəlci	sauce	miðì̵
Pəlci	mush	ši̵m
Pəlci	food	rì̵pcî
Pəlci	tail	tsɪr
Pəlci	horn	mvêy
Pəlci	egg	mbwəƚ
Pəlci	wing	bàɣəm
Pəlci	vulture	kwəɗəxk
Pəlci	kite	sùra
Pəlci	dove	cìgorò
Pəlci	bird	yaðɪ
Pəlci	cat	mûs
Pəlci	dog	yer
Pəlci	rooster	toxsì̵
Pəlci	hen	korò
Pəlci	donkey	šàki
Pəlci	horse	pi̵rsi̵
Pəlci	ram	gəŋɪləŋ
Pəlci	sheep	ti̵m
Pəlci	he-goat	kwopzəŋ
Pəlci	goat	maar
Pəlci	bull	ƚa
Pəlci	cow	ƚa
Pəlci	locust	kàbi̵n
Pəlci	anthill	ngàŋ
Pəlci	termite	rowan
Pəlci	spider	luɣùr
Pəlci	mosquito	vùrên
Pəlci	fly	yelì̵m
Pəlci	worm	šebì̵r
Pəlci	chameleon	kololo
Pəlci	scorpion	yindì̵
Pəlci	bat	biri̵m bìrì̵m
Pəlci	squirrel	ndaaŋzì̵
Pəlci	frog	təjòrì
Pəlci	turtle	kurbì
Pəlci	python	rɔ̌k
Pəlci	snake	šìši
Pəlci	lizard	tàpilə̀n
Pəlci	wild cat	loon
Pəlci	rat	kusùm
Pəlci	guinea fowl	ðìbɪn
Pəlci	rabbit	zɔ̀m
Pəlci	duiker	kiti̵
Pəlci	gazelle	mbə̀raàn
Pəlci	baboon	vuǔm
Pəlci	monkey	gari̵
Pəlci	leopard	yiri̵m
Pəlci	elephant	lìyì̵ŋ
Pəlci	hyena	ngùwĩ̵̂
Pəlci	lion	bwə̌r
Pəlci	wild animal	ƚo lì̵p
Pəlci	iron	vwə̀l
Pəlci	axe	wùtki̵
Pəlci	hoe	yuru
Pəlci	farm	žì̵m
Pəlci	road	tsup
Pəlci	doorway	bibî
Pəlci	hut	ðaǎp
Pəlci	compound	keen
Pəlci	town	bi̵n
Pəlci	the bush	lì̵p
Pəlci	forest	zi̵ŋŋì̵m
Pəlci	mud	nduwəp
Pəlci	dust	rum
Pəlci	sand	nyàzɪn
Pəlci	ground	aaƚ
Pəlci	stone	wuntàt
Pəlci	mountain	tə̀t
Pəlci	grass	mə̂y
Pəlci	thorn	ɗeri̵
Pəlci	shea nut tree	ngi̵lì̵
Pəlci	tamarind	miƚɪ̀n
Pəlci	mahogany tree	rəŋ
Pəlci	baobab tree	ron
Pəlci	seed	bə̀tɪr
Pəlci	bark	kòrî
Pəlci	leaf	wəl
Pəlci	wood	nyaŋsì̵
Pəlci	tree	put
Pəlci	ashes	gìið
Pəlci	charcoal	nduhùn
Pəlci	fire	wutù
Pəlci	dry season	pitì̵
Pəlci	rainy season	waƚɪ̀n
Pəlci	evening	siti̵n
Pəlci	morning	ƚìƚîn
Pəlci	night	fǔr
Pəlci	star	tənə̀ƚ
Pəlci	moon	cêr
Pəlci	sun	piɗɪ̀
Pəlci	sky	liyem
Pəlci	lightning	fə̀ncivìyu
Pəlci	thunder	hàradù
Pəlci	storm	vwə̀n
Pəlci	wind	yàtɪr
Pəlci	harmattan	ɓwəndi
Pəlci	fog	tùntulù
Pəlci	smoke	kəlì̵m
Pəlci	dew	si̵sì̵r
Pəlci	lake	bìŋgi
Pəlci	river	səl
Pəlci	cloud	vwə̀n
Pəlci	water	mâ
Pəlci	stealing	mi̵ɣì̵r
Pəlci	smithing	šugup
Pəlci	blacksmith	yâgùbi
Pəlci	weaving	tsòɣəy
Pəlci	hunting	gəɗi̵m
Pəlci	drumming	zwî
Pəlci	friend	yèri̵m
Pəlci	guest	məɗə̀xk
Pəlci	medicine	woɣùn
Pəlci	native doctor	zùm
Pəlci	God	liyem
Pəlci	slave	ɓiyək
Pəlci	king	gòŋ
Pəlci	old woman	gyàtɪma
Pəlci	old man	dɪ̀rəmbâm
Pəlci	baby	wunbə̀rto
Pəlci	girl	wungwoy
Pəlci	boy	wunkòn
Pəlci	woman	gɪ̀r
Pəlci	man	mənì
Pəlci	person	mbaam
Pəlci	name	suŋ
Pəlci	voice	yôr
Pəlci	saliva	nàɣan
Pəlci	sweat	rì̵p ŋənì
Pəlci	faeces	išš
Pəlci	urine	ɓəs
Pəlci	vein	ɗi̵ŋzì̵
Pəlci	bone	gòlo
Pəlci	blood	bì̵raan
Pəlci	lungs	fə̀xti̵rə̀x
Pəlci	ribs	gəp
Pəlci	kidney	mbərli̵m
Pəlci	liver	mbəƚ
Pəlci	heart	njrm
Pəlci	intestines	wət
Pəlci	navel	mbuƚ
Pəlci	stomach	tû
Pəlci	testicles	ji̵ndi̵
Pəlci	vagina	soy
Pəlci	penis	wàɣəm
Pəlci	anus	šugì̵šš
Pəlci	buttocks	giš
Pəlci	flesh	ƚô
Pəlci	skin	kur
Pəlci	body	ði
Pəlci	knee	gam kuƚki̵n
Pəlci	thigh	tsi̵ɣi̵n
Pəlci	leg	asì̵m
Pəlci	finger	wun àm
Pəlci	arm	am̂
Pəlci	shoulder	ǹgwəƚ
Pəlci	woman's breast	nyɪn
Pəlci	chest	tû
Pəlci	neck	yuàr
Pəlci	tooth	šìn
Pəlci	tongue	nyeƚ
Pəlci	lip	wəlbì
Pəlci	mouth	bì
Pəlci	beard	bəmzì̵
Pəlci	chin	ŋâ
Pəlci	cheeks	gi̵škì̵m
Pəlci	eye	yir
Pəlci	ear	kə̀m
Pəlci	nose	cìn
Pəlci	face	bùnày ìr
Pəlci	brains	mbəðɔ̀
Pəlci	hair	tsurùŋ
Pəlci	head	gavam
Pəlci	grandparent	jir
Pəlci	grandparent	kaka
Pəlci	sister	wəsgi̵n
Pəlci	brother	yesgì̵n
Pəlci	daughter	wun
Pəlci	son	wun
Pəlci	mother	dìye
Pəlci	father	bǎ
Pəlci	one hundred	zi zup
Pəlci	ninety	zì nàtoropsì̵
Pəlci	eighty	zì wi̵sì̵psì̵
Pəlci	seventy	zì wusì̵rmìyen
Pəlci	sixty	zì maɣà
Pəlci	fifty	zì nəmtəm
Pəlci	forty	zì wupsi̵
Pəlci	thirty	zì mì̵yen
Pəlci	twenty five	zì rop ƚiyè nə̀mtəm
Pəlci	twenty four	zì rop ƚiyè wùpsì̵
Pəlci	twenty one	zì rop ƚiyè ni nì̵m
Pəlci	twenty	zì rop
Pəlci	nineteen	zup ƚiyè nàtoropsì̵
Pəlci	eighteen	zup ƚiyè wi̵sì̵psì̵
Pəlci	thirteen	zup ƚiyè miyèn
Pəlci	twelve	zup ƚiyè ròp
Pəlci	eleven	zup ƚiyè nì̵m
Pəlci	ten	zup
Pəlci	nine	nàtoropsì̵
Pəlci	eight	wi̵si̵psì̵
Pəlci	seven	wusì̵rmìyen
Pəlci	six	maɣà
Pəlci	five	nə̀mtəm
Pəlci	four	wupsì̵
Pəlci	three	miyèn
Pəlci	two	rǒp
Pəlci	one	nì̵m
Ngamo	wash	buʔu
Ngamo	(rope) broke	ɓat
Ngamo	(stick) snapped	dap
Ngamo	break in pieces	fwòyi
Ngamo	plait	yar̂
Ngamo	weave	sàʔɩt
Ngamo	obtain	ʔwat
Ngamo	moisten	šup
Ngamo	blow	fɩ̀ntɩt
Ngamo	sweep	dàmat
Ngamo	pour	nzal
Ngamo	untie	bɩ̀ɗat
Ngamo	tie	ŋgar
Ngamo	surpass	gɩ̀ra
Ngamo	sew	dònɗɩt
Ngamo	dry up	fòʔɩn
Ngamo	show	tam
Ngamo	fill	ŋgàmtɩt
Ngamo	begin	sòmɩt
Ngamo	finish	tə̀kət
Ngamo	increase	sàwɩd
Ngamo	forge	gɩs
Ngamo	throw	fìrat
Ngamo	follow	ɗàfi
Ngamo	die	màtɩn
Ngamo	wait for	gas
Ngamo	give birth	lὲʔɩy
Ngamo	stand up	hɩ̀nɗɩn
Ngamo	sit	ɗèyɩn
Ngamo	call	ʔèšit
Ngamo	sell	bòʔòtɩt
Ngamo	buy	kàjat
Ngamo	shoot	bašat
Ngamo	bite	ʔat
Ngamo	give	ʔònì
Ngamo	seize	ŋgap
Ngamo	drive away	r̃o
Ngamo	hold	ŋgap
Ngamo	squeeze	kàmʔɩt
Ngamo	pierce	tɔp
Ngamo	divide	tìkɩt
Ngamo	learn	šùtɩt
Ngamo	dig	ʔop
Ngamo	forget	mɔ̀ntεt
Ngamo	remember	tànɩt
Ngamo	know	m̀bàno
Ngamo	fall	ŋgatan
Ngamo	help	tὲymə̀kè
Ngamo	steal	šɩr
Ngamo	hide	bùnkàtɩt
Ngamo	arrange	sùrmɩt
Ngamo	undress	fɔʔɔ
Ngamo	dress	ʔwɔl
Ngamo	build	sal
Ngamo	tear	tar
Ngamo	cut	ɓat
Ngamo	chop	dàʔàkɩt
Ngamo	twist	màrɗɩt
Ngamo	refuse	kuʔu
Ngamo	answer	lap
Ngamo	ask	dɔl
Ngamo	speak	ʔaŋ
Ngamo	boil	r̃àɗɩn
Ngamo	fry	sur
Ngamo	roast	bo
Ngamo	cook	woʔo
Ngamo	burn	bo
Ngamo	accompany	zèna
Ngamo	gather	gàlat
Ngamo	bury	bàlɩt
Ngamo	close	fat
Ngamo	open	ʔàfat
Ngamo	be tired	tòʔɩn
Ngamo	rest	fùtɩn
Ngamo	lie down	sùntit
Ngamo	put down	zat
Ngamo	lift	nam
Ngamo	push	tubit tùba
Ngamo	pull	nzat
Ngamo	kill	du
Ngamo	rub	gùgɩt gùgâ
Ngamo	hit	tàʔà
Ngamo	taste	gàlàmfâ
Ngamo	touch	dàmɓit
Ngamo	smell	kwəl kokɗafù
Ngamo	hear	kwəl
Ngamo	see	mɔy
Ngamo	mount	ɗan
Ngamo	run	gùnən
Ngamo	go out	fatan
Ngamo	go in	r̃on
Ngamo	return	man
Ngamo	come	ndin
Ngamo	go	ndon
Ngamo	do	ʔit
Ngamo	swallow	ɗal
Ngamo	drink	sat
Ngamo	eat	tut netut
Ngamo	there is not	ʔàndibù
Ngamo	there is	ʔàndî
Ngamo	west	bɔ̀zɔ̀nì
Ngamo	east	bɔ̀jènì
Ngamo	south	bɔ̀fìkà
Ngamo	north	bɔ̀gɔ̀zùm
Ngamo	left	gyὲɗè
Ngamo	right	tìnâ
Ngamo	between	dàdàlà
Ngamo	under	ʔὲlεlì
Ngamo	atop	ʔàkənnì
Ngamo	outside	fènà
